,Col 1
2061,"Eight rounds for max reps of:  75 pound Push press, 20 seconds  Rest 10 seconds  Jumping alternating lunge, 20 seconds  Rest 10 seconds; Jesse Bazarnick 156 PP + 158 Lunge, Lucas Zepeda 146 PP + 145 Lunge, Cara Hipskind 116 PP (55lbs) + 125 Lunge, Laurie Galassi 107 PP (55lbs) + 113 Lunge.  Post total reps for each exercise to comments."
2062,Rest Day
2063,"CrossFit Total; Back squat, 1 rep  Shoulder Press, 1 rep  Deadlift, 1 rep; Kevin Hare: Squat 365, Press 155, Deadlift 500. Total 1020lbs  Keegan Martin (age 17): Squat 355, Press 135, Deadlift 400. Total 890lbs  Matt Ross (age 15): Squat 300, Press 115, Deadlift 305. Total 720lbs  Alyssa Ross (age 17): Squat 215, Press 95, Deadlift 315. Total 625lbs  Katie Fairman: Squat 230, Press 95, Deadlift 275. Total 600lbs  Post total to comments.; Compare to 110513."
2064,"Five rounds of:  3 Cleans  20 Burpees; Jerry Hill 7:41 at 205lbs, Meg Carlson-Hixson 9:40 at 105lbs.  Post time and load to comments."
2065,"Complete as many rounds as possible in 10 minutes of:  15 Wall ball shots, 20 pound ball  15 foot Rope climb, 1 ascent; Pat Sherwood 10 rounds, Miranda Oldroyd 9 rounds + 13 wall ball (14lb ball).  Post rounds completed to comments."
2066,Rest Day
2067,"Nancy; 5 rounds for time of:  400 meter run  95 pound Overhead squat, 15 reps; Brian Mitchell 11:35, Aaron Moburg-Jones 12:07, Rob Orlando 12:14, Jay Maroney 14:59.  Post time to comments.; Compare to 110616."
2068,"Five rounds for time of:  185 pound Deadlift, 15 reps  15 Toes to bar; Jenn Jones 6:27 (135lb DL), Kim Malz 6:53 (135lb DL), James Hobart 9:14.  Post time to comments."
2069,"Five rounds for time of:  40 Double-unders  30 Box jumps, 24 inch box  20 Kettlebell swings, 1.5 pood; Jesse Bazarnick 9:32, Austin Malleolo 9:52, Denise Thomas 10:50 (20"" box, 1 pood KB), Spencer Hendel 11:46, James Hobart 12:00.  Post time to comments.; Compare to 100625."
2070,Rest Day
2071,Shoulder Press 5-5-5-5-5 reps; Dave Lipson: 165-185-192-197-202(x4)lbs.  Post loads to comments.; Compare to 110703.
2072,"Three rounds for time of:  12 Muscle-ups  75 Squats; Austin Malleolo 7:40, Kristan Clever 9:31, Pat Sherwood 10:43, Miranda Oldroyd 14:13, David Shanahan 14:13, Rebecca Voigt 16:50.  Post time to comments.; Compare to 110125."
2073,"Isabel; For time:  Snatch 135 pounds, 30 reps; Use 95 pounds, 65 pounds or broomstick as needed.; Rebecca Voigt 3:33 (95lbs), Kristan Clever 7:41 (135lbs).  Post time and load to comments.; Compare to 100729."
2074,Rest Day
2075,"Bradley; 10 rounds for time of:  Sprint 100 meters  10 Pull-ups  Sprint 100 meters  10 Burpees  Rest 30 seconds; Kristan Clever 19:36, Rebecca Voigt 21:31. Post time to comments."
2076,Run 5K; Post time to comments.; Compare to 110209.
2077,"With a continuously running clock, do one pull-up and one handstand push-up the first minute, two pull-ups and two handstand push-ups the second minute, three pull-ups and three handstand push-ups the third minute... continuing as long as you are able. When you cannot complete the required number of reps for either exercise, continue only with the other as long as you are able.; Use as many sets in any order each minute as needed.; Post number of minutes successfully completed for each exercise to comments. Their sum is your score.  Laurie Galassi 32 (15 HSPU + 17 Pull-up), Jesse Bazarnick 31 (12 HSPU + 19 Pull-up).; Compare to 100319."
2078,Rest Day
2079,Behind the neck Jerk 1-1-1-1-1-1-1; Post loads to comments.; Compare to 110314.
2080,"Gator; Eight rounds for time of:  185 pound Front squat, 5 reps  26 Ring push-ups; Post time to comments."
2081,Complete as many rounds as possible in 12 minutes of:  400 meter run  5 Deadlifts; Post load and time to comments.; Compare to 101114.
2082,Rest Day
2083,Overhead Squat 3-3-3-3-3 reps; Post loads to comments.; Compare to 100906.
2084,Four rounds for time of:  Row 500 meters  Rest 3 minutes; Post times to comments.; Compare to 100918.
2085,"CrossFit Games Masters Chipper; For time:  10 Handstand push-ups  20 Wall ball shots, 20 pound ball to 10' target  30 Toes-to-bar  40 Power cleans, 135 pounds  50 Burpees  60 Sumo deadlift high-pull, 75 pounds; Scott DeTore 12:13, Kelly Guillory 12:44 (14lb ball, 95lb clean, 55lb SDHP).  Post time to comments."
2086,Rest Day
2087,"CrossFit Games Event 10; For time:  20 calorie Row  30 Wallball Shots, 20 pound ball  20 Toes to bar  30 Box jumps, 24"" box  20 Sumo-deadlit high-pull, 108 pound kettlebell  30 Burpees  20 Shoulder to overhead, 135 pounds  120 foot Sled pull, sled plus 165 pounds; Patrick Barber 11:12, Samantha Briggs 13:06.  Post time to comments."
2088,"CrossFit Games Event 9; Complete as many reps as possible in 6 minutes of:  20 calorie Row  30 Wallball Shots, 20 pound ball  20 Toes to bar  30 Box jumps, 24"" box  20 Sumo-deadlit high-pull, 108 pound kettlebell  30 Burpees  20 Shoulder to overhead, 135 pounds  120 foot Sled pull, sled plus 165 pounds; Rich Froning 143 reps (23 burpees), Samantha Briggs 121 reps (1 burpee).  Post reps completed to comments."
2089,"CrossFit Games Event 8; Complete as many reps as possible in 3 minutes of:  20 calorie Row  30 Wallball Shots, 20 pound ball  20 Toes to bar  30 Box jumps, 24"" box  20 Sumo-deadlit high-pull, 108 pound kettlebell  30 Burpees  20 Shoulder to overhead, 135 pounds  120 foot Sled pull, sled plus 165 pounds; Graham Holmberg 104 reps (4 SDHP), Rebecca Voigt 67 reps (17 Toes to bar).  Post reps completed to comments."
2090,Rest Day
2091,"Perform the following tests:; L-sit for time.  Handstand walk for distance.  Chest to bar weighted pull-up for load.  Snatch 1 rep for load.; Post time, distance and loads to comments."
2092,"For time:  5 muscle ups  245 pound Deadlift, 10 reps  15 GHD Sit-ups  Sprint 50 yards  5 muscle ups  245 pound Deadlift, 10 reps  15 GHD Sit-ups  Sprint 100 yards  5 Muscle ups  245 pound Deadlift, 10 reps  15 GHD Sit-ups  Sprint 150 yards  5 muscle ups  245 pound Deadlift, 10 reps  15 GHD Sit-ups  Sprint 200 yards; Josh Bridges 7:14, Michelle Kinney 8:36. Post time to comments."
2093,"For time:  15 foot Rope climb, 5 ascents  145 pound Clean and jerk, 5 reps  15 foot Rope climb, 4 ascents  165 pound Clean and jerk, 4 reps  15 foot Rope climb, 3 ascents  185 pound Clean and jerk, 3 reps  15 foot Rope climb, 2 ascents  205 pound Clean and jerk, 2 reps  15 foot Rope climb, 1 ascent  225 pound Clean and jerk, 1 rep; Post time to comments."
2094,Rest Day
2095,"Three rounds, 12-9- and 6 reps, for time of:  135 pound Squat clean and jerk  Muscle-up; Post times to comments."
2096,Three rounds for time of:  Run 800 meters  Rest 2 minutes; Post time to comments.; Compare to 110124.
2097,"Jackie; 1000 meter row  45 pound Thruster, 50 reps  30 pull-ups; Post time to comments.; Compare to 110430."
2098,Rest Day
2099,"Weighted dip 3-2-2-2-1-1-1-1-1 reps; Dave Lipson: 72-100-135-150-162-167-172-177lbs.  Kevin Montoya: 70,70,75,80,90,100,115,125,135(fail)lbs.  James Hobart: 53-53-72-72-72-72-72-72lbs.  Kim Malz: 35-50-60-65-67-67-67(fail)-67-67lbs.  Post loads to comments."
2100,Helen; Three rounds for time:  Run 400 meters  1 1/2 pood Kettlebell X 21 swings (or 55 pound dumbbell swing)  12 Pull-ups; Post time to comments.; Compare to 101125.
2101,"Three rounds for time of:  30 Wallball shots, 20 pound ball (10.5 foot target)  75 pound Squat snatches, 30 reps (movement initiates with barbell below the knees); Jason Khalipa 11:18, Carey Kepler 11:01. Post time to comments.; Compare to 100816."
2102,Rest Day
2103,"Weighted push-up 1-1-1-1-1-1-1 reps; Pat Barber 190lbs, Lucas Zepeda 160lbs, Kevin Montoya 100lbs, Laurie Galassi 90lbs, Danielle Edmundson 75lbs.  Post loads to comments."
2104,"Manion; Seven rounds for time of:  Run 400 meters  135 pound Back squat, 29 reps; Post time to comments."
2105,"2010 Northwest Regional Event 1; Three rounds for time of:  135 pound Overhead squat, 10 reps  50 Double-unders; Chris Spealler 2:39, Chris Stowe 2:58, Chris Martirano 3:51, Ashleigh Moe 4:37 (95lbs).  Post time to comments."
2106,Rest Day
2107,"Barbara; Five rounds, each for time of:  20 Pull-ups  30 Push-ups  40 Sit-ups  50 Squats; Rest precisely three minutes between each round.; Post times to comments.; Compare to 101102."
2108,Front Squat 1-10-1-20-1-30 reps; Pat Barber: 335-275-345-225-355(fail)-200lbs(fail).  Laurie Galassi: 175-145-185-135-180-115lbs.  Post loads to comments.; Compare to 091223.
2109,"Three rounds for time of:  50 pound dumbbell Waiter walk, 100 meters, Right arm  30 GHD Sit-ups  50 pound dumbbell Waiter walk, 100 meters, Left arm  30 Back extensions; Bill Grundler 14:04, Kevin Montoya 16:46, Justin Judkins 21:21.  Post time to comments."
2110,Rest Day
2111,"For time:  21 Pull-ups  21 Handstand Push-ups  18 Pull-ups  18 Handstand Push-ups  15 Pull-ups  15 Handstand Push-ups  12 Pull-ups  12 Handstand Push-ups  9 Pull-ups  9 Handstand Push-ups  6 Pull-ups  6 Handstand Push-ups  3 Pull-ups  3 Handstand Push-ups  Handstand push-ups are ""nose to floor"" and pull-ups are ""strict"" or non-kipping.; Post time to comments.; Compare to 100826."
2112,Snatch one rep every minute on the minute for 15 minutes.; Chris Spealler 200-180lbs. Post the highest and lowest loads to comments.; Compare to 101104.
2113,"Five rounds for time of:  Run 400 meters  145 pound Deadlift, 20 reps  20 Push-ups  145 pound Deadlift, 10 reps  10 Push-ups; Post time to comments."
2114,Rest Day
2115,Weighted pull-ups 1-1-1-1-1-1-1 reps; Post loads and body weight to comments.; Compare to 110109.
2116,"DT; Five rounds for time of:  155 pound Deadlift, 12 reps  155 pound Hang power clean, 9 reps  155 pound Push jerk, 6 reps; Post time to comments.; Compare to 101224."
2117,"Five rounds for time of:  15 foot L-rope climb, 1 ascent  5 Parallette handstand push-ups  45 pound barbell One-legged overhead squat, 10 reps; For the rope climb, begin seated on the ground. For the handstand push-ups, the ears should dip below hand level. For the one-legged squats, alternate legs.; Post time to comments.; Compare to 100309."
2118,Rest Day
2119,"Morrison; 50-40-30-20 and 10 rep rounds of:  Wall ball shots, 20 pound ball  Box jump, 24 inch box  Kettlebell swings, 1.5 pood; Post time to comments."
2120,Shoulder Press 5-5-5-5-5 reps; Post loads to comments.; Compare to 100601.
2121,"Three rounds for time of:  135 pound Front squat, 12 reps  12 Burpee pull-ups; Post time to comments."
2122,Rest Day
2123,Deadlift 3-3-3-3-3 reps; Post loads to comments.; Compare to 110622.
2124,"For time:  50 Box jump, 24 inch box  50 Jumping pull-ups  50 Kettlebell swings, 1 pood  Walking Lunge, 50 steps  50 Knees to elbows  50 Push press, 45 pounds  50 Back extensions  50 Wall ball shots, 20 pound ball  50 Burpees  50 Double unders; Post time to comments.; Compare to 101210."
2125,Complete as many rounds in 20 minutes as you can of:  7 Handstand push-ups  12 L-Pull-ups; Post rounds and fractions of rounds completed to comments.; Compare to 050621.
2126,Rest Day
2127,"For time:  Run 800 meters  Snatch, 30 reps  Run 800 meters; Post load and total time to comments.; Compare to 050613."
2128,For time:  Run 800 meters  30 Muscle-ups  Run 800 meters; Keegan Martin 12:20 (age 17). Post time to comments.; Compare to 050612.
2129,"For time:  Run 800 meters  Clean and Jerk, 30 reps  Run 800 meters; Keegan Martin 11:04 at 135lbs (age 17), Alyssa Ross 13:37 at 95lbs (age 17).  Post load and total time to comments.; Compare to 050611."
2130,Rest Day
2131,Deadlift 3-3-3-3-3 reps; Cole (age 15) 305-355-385-405-435. Post loads to comments.; Compare to 110222.
2132,Nate; Complete as many rounds in twenty minutes as you can of:  2 Muscle-ups  4 Handstand Push-ups  8 2-Pood Kettlebell swings; Post rounds completed to comments.; Compare to 101230.
2133,"Three rounds for time of:  50 Double-unders  25 Wallball ""2-fer-1s"", 20 pound ball; Post time to comments.; Compare to 100802."
2134,Rest Day
2135,"Badger; Complete three rounds for time of:  95 pound Squat clean, 30 reps  30 Pull-ups  Run 800 meters; Post time to comments.; Compare to 090704."
2136,Clean and Jerk 1-1-1-1-1-1-1 reps; Post loads to comments.; Compare to 110213.
2137,"Nancy; 5 rounds for time of:  400 meter run  95 pound Overhead squat, 15 reps; Post time to comments.; Compare to 101112."
2138,Rest Day
2139,"Fran; Three rounds, 21-15- and 9 reps, for time of:  95 pound Thruster  Pull-ups; Post time to comments.; Compare to 110105."
2140,Back Squat 3-3-3-3-3 reps; Post loads to comments.; Compare to 110225.
2141,"Small; Three rounds for time of:  Row 1000 meters  50 Burpees  50 Box jumps, 24"" box  Run 800 meters; Kristan Clever 39:31, Eric Miller 41:43, Rebecca Voigt 44:19, Pam Eamranond 49:45, Katie Hogan 51:29.  Post time to comments."
2142,Rest Day
2143,"For time:  225 pound Deadlift, 21 reps  50 Squats  135 pound Push press, 21 reps  225 pound Deadlift, 15 reps  50 Squats  135 pound Push press, 15 reps  225 pound Deadlift, 9 reps  50 Squats  135 pound Push press, 9 reps; Post time to comments."
2144,"Complete as many rounds as possible in 15 minutes of:  15 ft Rope Climb, 1 ascent  10 Ring dips  20 Wall ball shots, 20 pound ball; Post rounds completed to comments."
2145,Push Jerk 2-2-2-2-2-2-2-2-2-2 reps; Post load(s) to comments.
2146,Rest Day
2147,Snatch balance 1-1-1-1-1-1-1; Allison Bishop 133-138-153-158-163-168-173lbs.  Post loads to comments.; Compare to 101012.
2148,"2011 CrossFit Games Regional Workout 6; For time:  Row 20 calories  30 Burpees  45 pound Two-arm dumbbell ground-to-overhead, 40 reps  50 Toes to bar  100 foot Walking lunge with 45lb plate held overhead  150 foot Sprint; Post time to comments."
2149,"2011 CrossFit Games Regional Workout 4; For time:  100 Pull-ups  100 Kettlebell swings, 24kg  100 Double-unders  95 pound Overhead squat, 100 reps; Post time to comments."
2150,Rest Day
2151,"Moon; Seven rounds for time of:  40 pound dumbbell Hang split snatch, 10 reps Right arm  15 ft Rope Climb, 1 ascent  40 pound dumbbell Hang split snatch, 10 reps Left arm  15 ft Rope Climb, 1 ascent; Alternate feet in the split snatch sets.; Kristan Clever 12:22 (30lb dbs), Rebecca Voigt 14:50 (30lb dbs), Katie Hogan 19:52 (30lb dbs). Post time to comments."
2152,Power clean 1-1-1-1-1-1-1 reps; Rob Orlando 295-315f-315-325f-325f-325f-325f lbs.  Post loads to comments.; Compare to 100108.
2153,For time:  50 Pull-ups  10 Burpees  40 Pull-ups  20 Burpees  30 Pull-ups  30 Burpees  20 Pull-ups  40 Burpees  10 Pull-ups  50 Burpees; Post time to comments.
2154,Rest Day
2155,"Amanda; Three rounds, 9-7- and 5 reps, for time of:  Muscle-up  135 pound Squat snatch; Post times to comments.; Compare to 100717."
2156,"2011 CrossFit Games Regional Workout 3; 21-15-9 reps for time of:  315 pound Deadlift  30"" Box jump; Post time to comments."
2157,2011 CrossFit Games Regional Workout 1; For time:  Run 1000 meters  30 Handstand push-ups  Row 1000 meters; Post time to comments.
2158,Rest Day
2159,Complete as many rounds as possible in 15 minutes of:  15 Chest to bar pull-ups  30 second Ring L-sit hold; Post rounds completed to comments.; Compare to 110212.
2160,Five rounds for time of:  Swim 50 meters  25 Push-ups; Michael Giardina 10:12. Post time to comments.
2161,"Seven rounds of:  35 Double-unders  1 Snatch; Make one snatch attempt per round.; Kevin Montoya 4:18/1050lbs, Kristan Clever 6:45/1015lbs, Rebecca Voigt 6:23/750lbs, Lindsey Valenzuela 8:32/960lbs.  Post time and total of all successful snatches to comments. Do not count missed reps."
2162,Rest Day
2163,Run 1 mile; Post time to comments.
2164,Wilmot; Six rounds for time of:  50 Squats  25 Ring dips; Kristan Clever 14:13. Post time to comments.
2165,Weighted pull-ups 2-2-2-2-2-2-2 reps; Michelle Kinney: 20-25-30-35-40-40-45lbs at 135lb BW.  Post loads and body weight to comments.
2166,Rest Day
2167,Thruster 2-2-2-2-2-2-2; Rob Orlando 205-225-245-265-285-305(fail)-305(fail)lbs.  Kristan Clever 145-155-160-165-165-150lbs.  Katie Hogan 145-155-165-175-180-180lbs.  Post load(s) to comments.
2168,"Complete as many rounds as possible in five minutes of:  275 pound Deadlift, 3 reps  115 pound Push press, 7 reps; Ken Gall 9 rounds + 3 push press, Lucas Brainerd 7 rounds.  Post rounds completed to comments."
2169,"Three rounds for time of:  95 pound Front squat, 21 reps  Handstand walk 40 feet  30 Glute-ham sit-ups  Handstand walk 40 feet; Post time to comments."
2170,Rest Day
2171,"CrossFit Total; Back squat, 1 rep  Shoulder Press, 1 rep  Deadlift, 1 rep; Kristan Clever: Squat 275, Press 118, Deadlift 335. Total 728lbs  Post total to comments.; Compare to 110116."
2172,"Complete as many rounds as possible in 20 minutes of:  Run 400 meters  7 Muscle-ups; Keegan Martin (age 17) 7 rounds + 5 MU, Kristan Clever 7 rounds, Kevin Montoya 7 rounds, Jake Cutting 6 rounds + 6 MU, Rebecca Voigt 5 rounds, Philip Lamborn (age 17) 5 rounds.  Post rounds completed to comments."
2173,"Five rounds for time of:  135 pound Overhead squat, 5 reps  10 Toes to bar  40 pound dumbbell Hang squat clean, 15 reps  20 Double-unders; Dave Lipson 9:03, Kristan Clever 14:04 (135lb OHS, 40lb dbs).  Post time to comments."
2174,Rest Day
2175,"Complete as many rounds as possible in 20 minutes of:  5 Chest to bar Pull-ups  10 Wall ball shots, 20 pound ball  15 Kettlebell swings, 1.5 pood; Kim Malz 9 rounds + 4 pull-up (16lb ball, 1.5pood). Post rounds completed to comments."
2176,"Five rounds for time of:  95 pound Thruster, 15 reps  15 Bar-facing burpees; Post time to comments."
2177,"21-15-9 reps for time of:  24"" Box jump  75 pound Power snatch  Chest to bar Pull-up; Josh Everett 4:13, Kevin Montoya 6:13, Rebecca Voigt 8:47 (24"" box, 75lbs), Lindsey Valenzuela 9:44 (24"" box, 75lbs).  Post time to comments."
